dc.contributor.advisor,dc.contributor.author,dc.date.accessioned,dc.date.available,dc.date.issued,dc.identifier.uri,dc.relation.ispartofseries,dc.title,dc.description.abstract,dc.identifier.other,dc.format.extent,dc.format.mimetype,dc.language.iso,dc.subject,dc.contributor.other,dc.description.sponsorship,dc.rights,dc.rights.uri,dc.description,dc.identifier.citation,dc.contributor,dc.relation.isversionof,dc.description.degree,dc.relation.isreplacedby,dc.relation.uri,dc.relation.replaces,dc.relation,dc.date.updated,dc.identifier,dc.relation.isreferencedby,dc.contributor.department,dc.type,dspace.orderedauthors,dc.date.submitted,dc.contributor.editor,dc.coverage.spatial,dc.coverage.temporal,eprint.grantNumber,dc.relation.requires,dc.language.rfc3066,dc.publisher,dc.relation.haspart,dc.identifier.oclc
,"Gordon, Michael; Thies, William; Karczmarek, Michael; Wong, Jeremy; Hoffmann, Henry; Maze, David; Amarasinghe, Saman",2023-03-29T14:42:42Z,2023-03-29T14:42:42Z,2002-03,https://hdl.handle.net/1721.1/149316,MIT-LCS-TM-627,A Stream Compiler for Communication-Exposed Architectures,"With the increasing miniturization of transistors, wire delays are becoming a dominant factor in microprocessor performance. To address this issue, a number of emerging architectures contain replicated processing units with software-exposed communication between one unit and another (e.g., Raw, iWarp, SmartMemories). However, for their use to be widespread, it will be necessary to develop compiler technology that enables a portable, high-level language to execute efficiently across a range of wire-exposed architectures. In this paper, we describe our compiler for StreamIt: a high-level, architecture-independent language for streaming applications. We focus on our backend for the Raw processor. Though StreamIt exposes the parallelism and communication patterns of stream programs, much analysis is needed to adapt a stream program to a parallel stream processor. We describe fission and fusion transformations that can be used to adjust the granularity of a stream graph, a layout algorithm for mapping a stream graph to a given network topology, and a scheduling algorithm for generating a fine-grained static communication pattern for each computational element. We have implemented a fully functional compiler that parallelizes StreamIt applications for Raw, including several load-balancing optimizations. Using the cycle-accurate Raw simulator, we demonstrate that these optimizations can improve performance by up to 145%. We consider this work to be a first step towards a portable programming model for communication-exposed architectures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Chen, Benjie; Morris, Robert T.",2023-03-29T15:35:15Z,2023-03-29T15:35:15Z,2002-03,https://hdl.handle.net/1721.1/149939,MIT-LCS-TR-837,L+: Scalable Landmark Routing and Address Lookup for Multi-hop Wireless Networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Demaine, Erik D.; Hajiaghayi, Mohammad Taghi; Thilikos, Dimitrios M.",2023-03-29T15:35:17Z,2023-03-29T15:35:17Z,2002-03,https://hdl.handle.net/1721.1/149940,MIT-LCS-TR-838,"Exponential Speedup of Fixed Parameter Algorithms K_{3,3}-minor-free or K_5-minor-free Graphs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Poggio, Tomaso; Rifkin, Ryan; Mukherjee, Sayan; Rakhlin, Alex",2004-10-20T21:04:57Z,2004-10-20T21:04:57Z,2002-03-01,http://hdl.handle.net/1721.1/7268,AIM-2002-003; CBCL-214,Bagging Regularizes,"Intuitively, we expect that averaging --- or  bagging --- different regressors with low correlation should  smooth their behavior and be somewhat similar to regularization. In this  note we make this intuition precise. Using an almost classical  definition of stability, we prove that a certain form of averaging  provides generalization bounds with a rate of convergence of the  same order as Tikhonov regularization --- similar to fashionable RKHS-based learning algorithms.",AIM-2002-003; CBCL-214,7 p.; 906324 bytes; 285651 bytes,application/postscript; application/pdf,en_US,AI; Bagging; stability; regularization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sollins, Karen R.",2008-10-29T18:30:09Z,2008-10-29T18:30:09Z,2002-03-01,http://hdl.handle.net/1721.1/42898,MIT-CSAIL-TR-2008-064,Recursively invoking Linnaeus: A Taxonomy for Naming Systems,"Naming is a central element of a distributed or network system design. Appropriate design choices are central. This paper explores a taxonomy of naming systems, and engineering tradeoffs as an aid to the namespace designer. The three orthogonal components of the taxonomy are the characteristics of the namespace itself, name assignment, and name resolution. Within each of these, we explore a number of distinct characteristics. The position of this paper is that engineering design of naming systems should be informed by the possibilities and tradeoffs that those possibilities represent. The paper includes a review of a sampling of naming system designs that reflect different choices within the taxonomy and discussion about why those choices were made.",,11 p.,,,Identification; Namespace management; Namespace definition,Advanced Network Architecture,"This effort was sponsored by the Defense Advanced Research Projects Agency (DARPA) and Air Force Research Laboratory, Air Force Materiel Command, USAF, under agreement number F30602-00-2-0553.",Creative Commons Attribution-No Derivative Works 3.0 Unported,http://creativecommons.org/licenses/by-nd/3.0/,,,,,,,,,,,,,,,,,,,,,,,,,
,"Knoblich, Ulf; Riesenhuber, Maximilan",2004-10-20T21:04:59Z,2004-10-20T21:04:59Z,2002-03-15,http://hdl.handle.net/1721.1/7269,AIM-2002-004; CBCL-215,Stimulus Simplification and Object Representation: A Modeling Study,"Tsunoda et al. (2001) recently studied the  nature of object representation in monkey  inferotemporal cortex using a combination of  optical imaging and extracellular recordings.  In particular, they examined IT neuron  responses to complex natural objects and  ""simplified"" versions thereof. In that study, in  42% of the cases, optical imaging revealed a  decrease in the number of activation patches  in IT as stimuli were ""simplified"". However, in  58% of the cases, ""simplification"" of the  stimuli actually led to the appearance of  additional activation patches in IT. Based on  these results, the authors propose a scheme  in which an object is represented by  combinations of active and inactive columns  coding for individual features.  We examine the patterns of activation caused  by the same stimuli as used by Tsunoda et al.  in our model of object recognition in cortex  (Riesenhuber 99). We find that object-tuned  units can show a pattern of appearance and  disappearance of features identical to the  experiment. Thus, the data of Tsunoda et al.  appear to be in quantitative agreement with a  simple object-based representation in which  an object's identity is coded by its similarities  to reference objects. Moreover, the agreement  of simulations and experiment suggests that  the simplification procedure used by Tsunoda  (2001) is not necessarily an accurate method  to determine neuronal tuning.",AIM-2002-004; CBCL-215,7 p.; 1367647 bytes; 641994 bytes,application/postscript; application/pdf,en_US,AI; computational neuroscience object recognition representation simplification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sullivan, Gregory T.",2004-10-08T20:37:46Z,2004-10-08T20:37:46Z,2002-03-22,http://hdl.handle.net/1721.1/6686,AIM-2002-005,"Advanced Programming Language Features for Executable Design Patterns ""Better Patterns Through Reflection","The Design Patterns book [GOF95] presents  24 time-tested patterns that consistently appear in well-designed  software systems. Each pattern is presented with a description of the  design problem the pattern addresses, as well as sample  implementation code and design considerations. This paper explores how the  patterns from the ""Gang of Four'', or ""GOF'' book, as it is often called,  appear when similar problems are addressed using a dynamic,  higher-order, object-oriented programming language. Some of the  patterns disappear -- that is, they are supported directly by language features,  some patterns are simpler or have a different focus, and some are  essentially unchanged.",AIM-2002-005,45 p.; 1734113 bytes; 322829 bytes,application/postscript; application/pdf,en_US,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Bar-Joseph, Ziv; Keidar, Idit; Lynch, Nancy A.",2023-03-29T15:35:22Z,2023-03-29T15:35:22Z,2002-04,https://hdl.handle.net/1721.1/149942,MIT-LCS-TR-840,Early-Delivery Dynamic Atomic Broadcast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Boyapati, Chandrasekhar",2023-03-29T15:35:28Z,2023-03-29T15:35:28Z,2002-04,https://hdl.handle.net/1721.1/149944,MIT-LCS-TR-842,Towards An Extensible Virtual Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Finney, Sarah; Gardiol, Natalia H.; Kaelbling, Leslie Pack; Oates, Tim",2004-10-08T20:37:45Z,2004-10-08T20:37:45Z,2002-04-10,http://hdl.handle.net/1721.1/6685,AIM-2002-006,Learning with Deictic Representation,"Most reinforcement learning methods operate  on propositional representations of the world state. Such  representations are often intractably large and generalize poorly. Using  a deictic representation is believed to be a viable  alternative: they promise generalization while allowing the use of  existing reinforcement-learning methods. Yet, there  are few experiments on learning with deictic representations reported  in the literature. In this paper we explore the effectiveness of two  forms of deictic representation and a naive propositional  representation in a simple blocks-world domain. We find,  empirically, that the deictic representations actually worsen performance.  We conclude with a discussion of possible causes of these  results and strategies for more effective learning in domains with objects.",AIM-2002-006,41 p.; 5712208 bytes; 1294450 bytes,application/postscript; application/pdf,en_US,AI; Reinforcement Learning; Partial Observability; Representations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Knoblich, Ulf; Freedman, David J.; Riesenhuber, Maximilian",2004-10-20T21:05:01Z,2004-10-20T21:05:01Z,2002-04-18,http://hdl.handle.net/1721.1/7270,AIM-2002-007; CBCL-216,Categorization in IT and PFC: Model and Experiments,"In a recent experiment, Freedman et al.  recorded from inferotemporal (IT) and prefrontal cortices (PFC) of monkeys  performing a ""cat/dog"" categorization task (Freedman 2001 and  Freedman, Riesenhuber, Poggio, Miller 2001). In this paper we analyze the tuning properties of view-tuned  units in our HMAX model of object recognition in cortex (Riesenhuber  1999) using the same paradigm and stimuli  as in the experiment. We then compare the simulation results to the monkey  inferotemporal neuron population data. We find that view-tuned  model IT units that were trained without any explicit category  information can show category-related tuning as observed in the  experiment. This suggests that the tuning properties of experimental IT  neurons might primarily be shaped by bottom-up stimulus-space  statistics, with little influence of top-down task-specific  information. The population of experimental PFC neurons, on the other hand,  shows tuning properties that cannot be explained just by stimulus  tuning. These analyses are compatible with a model of object recognition  in cortex (Riesenhuber 2000)  in which a population of shape-tuned  neurons provides a general basis for neurons tuned to  different recognition tasks.",AIM-2002-007; CBCL-216,11 p.; 1497623 bytes; 678374 bytes,application/postscript; application/pdf,en_US,AI; categorization IT PFC computational neuroscience model HMAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
